participant_id,country,iso3,region,age,age_group,sex,time_of_day,n_trials,best_rt_ms,mean_rt_ms,median_rt_ms,worst_rt_ms,sd_rt_ms,lapse_count,data_type
297,Israel,ISR,Asia,36,35-44,female,afternoon,5,234,291,278,407,61.9,0,synthetic
298,Israel,ISR,Asia,27,25-34,female,evening,5,248,275,276,298,15.8,0,synthetic
299,Israel,ISR,Asia,10,10-17,female,evening,5,253,262,258,276,8.9,0,synthetic
300,Israel,ISR,Asia,37,35-44,male,afternoon,5,224,286,252,392,60.2,0,synthetic
301,Israel,ISR,Asia,55,55-64,male,morning,5,273,344,293,516,91.4,1,synthetic
302,Israel,ISR,Asia,12,10-17,male,morning,5,262,343,281,458,88.1,0,synthetic
303,Israel,ISR,Asia,44,35-44,female,afternoon,5,217,239,237,270,17.3,0,synthetic
304,Israel,ISR,Asia,28,25-34,female,morning,5,238,262,256,299,22.3,0,synthetic
305,Israel,ISR,Asia,32,25-34,female,morning,5,251,301,276,434,68.4,0,synthetic
306,Israel,ISR,Asia,19,18-24,male,morning,5,237,256,247,310,27.2,0,synthetic
307,Israel,ISR,Asia,28,25-34,male,morning,5,213,290,278,414,68.3,0,synthetic
308,Israel,ISR,Asia,49,45-54,male,afternoon,5,250,260,257,269,6.8,0,synthetic
309,Israel,ISR,Asia,40,35-44,female,afternoon,5,241,259,261,273,10.9,0,synthetic
310,Israel,ISR,Asia,55,55-64,female,night,5,288,306,300,329,18.6,0,synthetic
311,Israel,ISR,Asia,48,45-54,male,afternoon,5,250,327,288,435,69.0,0,synthetic
312,Israel,ISR,Asia,38,35-44,female,evening,5,284,295,291,309,10.0,0,synthetic
313,Israel,ISR,Asia,55,55-64,male,evening,5,271,290,288,309,13.1,0,synthetic
314,Israel,ISR,Asia,38,35-44,female,evening,5,249,282,284,308,18.8,0,synthetic
315,Israel,ISR,Asia,43,35-44,male,afternoon,5,249,266,261,305,19.9,0,synthetic
316,Israel,ISR,Asia,28,25-34,male,evening,5,231,255,253,285,17.2,0,synthetic
317,Israel,ISR,Asia,33,25-34,female,morning,5,271,288,288,303,13.5,0,synthetic
318,Israel,ISR,Asia,23,18-24,male,morning,5,225,228,226,233,3.0,0,synthetic
319,Israel,ISR,Asia,45,45-54,male,morning,5,251,289,277,361,41.2,0,synthetic
320,Israel,ISR,Asia,17,10-17,male,afternoon,5,269,323,287,494,85.5,0,synthetic
321,Israel,ISR,Asia,42,35-44,male,afternoon,5,238,254,257,269,10.2,0,synthetic
322,Israel,ISR,Asia,30,25-34,female,morning,5,226,242,235,267,15.9,0,synthetic
323,Israel,ISR,Asia,48,45-54,female,evening,5,258,297,282,391,48.4,0,synthetic
324,Israel,ISR,Asia,42,35-44,female,morning,5,263,279,273,303,13.7,0,synthetic
325,Israel,ISR,Asia,56,55-64,male,morning,5,285,298,296,320,13.5,0,synthetic
326,Israel,ISR,Asia,42,35-44,female,morning,5,255,270,264,291,12.7,0,synthetic
327,Israel,ISR,Asia,12,10-17,male,afternoon,5,291,335,299,474,70.1,0,synthetic
328,Israel,ISR,Asia,31,25-34,male,morning,5,238,251,244,271,12.7,0,synthetic
329,Israel,ISR,Asia,17,10-17,male,morning,5,223,239,235,257,14.2,0,synthetic
330,Israel,ISR,Asia,26,25-34,female,morning,5,249,263,264,278,10.3,0,synthetic
331,Israel,ISR,Asia,52,45-54,female,evening,5,274,291,288,307,13.1,0,synthetic
332,Israel,ISR,Asia,41,35-44,female,evening,5,271,289,283,323,17.9,0,synthetic
333,Israel,ISR,Asia,23,18-24,male,afternoon,5,233,287,257,442,78.4,0,synthetic
334,Israel,ISR,Asia,19,18-24,male,afternoon,5,244,278,251,391,56.4,0,synthetic
335,Israel,ISR,Asia,33,25-34,female,evening,5,267,281,284,293,9.1,0,synthetic
336,Israel,ISR,Asia,17,10-17,female,evening,5,269,324,283,500,88.5,1,synthetic
337,Israel,ISR,Asia,24,18-24,male,afternoon,5,237,249,252,268,11.5,0,synthetic
338,Israel,ISR,Asia,36,35-44,male,evening,5,224,254,262,271,16.5,0,synthetic
339,Israel,ISR,Asia,47,45-54,male,evening,5,254,302,273,440,69.3,0,synthetic
340,Israel,ISR,Asia,40,35-44,female,evening,5,239,308,276,478,86.2,0,synthetic
341,Israel,ISR,Asia,10,10-17,male,afternoon,5,282,298,304,308,10.5,0,synthetic
342,Israel,ISR,Asia,36,35-44,female,night,5,254,311,284,444,67.8,0,synthetic
343,Israel,ISR,Asia,33,25-34,male,night,5,240,264,262,302,21.8,0,synthetic
344,Israel,ISR,Asia,38,35-44,female,afternoon,5,236,290,275,400,56.6,0,synthetic
345,Israel,ISR,Asia,53,45-54,male,afternoon,5,259,278,276,306,16.3,0,synthetic
346,Israel,ISR,Asia,10,10-17,male,afternoon,5,241,288,298,311,25.4,0,synthetic
347,Israel,ISR,Asia,25,25-34,male,afternoon,5,260,276,285,285,11.3,0,synthetic
348,Israel,ISR,Asia,40,35-44,male,afternoon,5,238,252,240,272,15.3,0,synthetic
349,Israel,ISR,Asia,12,10-17,female,evening,5,276,295,300,307,13.1,0,synthetic
350,Israel,ISR,Asia,52,45-54,male,morning,5,272,304,286,387,42.2,0,synthetic
351,Israel,ISR,Asia,37,35-44,female,morning,5,259,325,279,424,68.7,0,synthetic
352,Israel,ISR,Asia,43,35-44,male,evening,5,279,301,300,339,20.9,0,synthetic
353,Israel,ISR,Asia,25,25-34,male,evening,5,249,326,277,536,107.2,1,synthetic
354,Israel,ISR,Asia,43,35-44,female,evening,5,251,278,282,320,25.3,0,synthetic
355,Israel,ISR,Asia,46,45-54,male,evening,5,247,297,255,443,74.5,0,synthetic
356,Israel,ISR,Asia,35,35-44,unspecified,evening,5,253,273,271,287,11.8,0,synthetic
357,Israel,ISR,Asia,35,35-44,female,morning,5,249,260,249,283,13.8,0,synthetic
358,Israel,ISR,Asia,36,35-44,female,afternoon,5,255,310,281,470,81.3,0,synthetic
359,Israel,ISR,Asia,21,18-24,male,morning,5,239,258,260,277,14.4,0,synthetic
360,Israel,ISR,Asia,30,25-34,male,afternoon,5,228,266,257,319,30.2,0,synthetic
361,Israel,ISR,Asia,30,25-34,female,evening,5,242,276,269,310,22.8,0,synthetic
362,Israel,ISR,Asia,37,35-44,male,morning,5,244,263,264,295,17.7,0,synthetic
363,Israel,ISR,Asia,45,45-54,male,afternoon,5,278,386,319,591,114.5,1,synthetic
364,Israel,ISR,Asia,19,18-24,male,morning,5,225,247,246,267,17.4,0,synthetic
365,Israel,ISR,Asia,31,25-34,female,morning,5,223,263,268,297,26.7,0,synthetic
366,Israel,ISR,Asia,52,45-54,female,morning,5,274,285,280,300,10.9,0,synthetic
367,Israel,ISR,Asia,23,18-24,female,night,5,263,309,271,469,80.4,0,synthetic
368,Israel,ISR,Asia,22,18-24,female,evening,5,271,294,300,309,13.5,0,synthetic
369,Israel,ISR,Asia,35,35-44,male,afternoon,5,228,324,279,567,124.7,1,synthetic
370,Israel,ISR,Asia,43,35-44,female,evening,5,269,292,289,316,15.3,0,synthetic
371,Israel,ISR,Asia,32,25-34,male,afternoon,5,234,264,272,277,15.6,0,synthetic
372,Israel,ISR,Asia,50,45-54,female,morning,5,292,329,305,444,57.9,0,synthetic
373,Israel,ISR,Asia,43,35-44,male,morning,5,237,247,242,260,9.1,0,synthetic
374,Israel,ISR,Asia,43,35-44,unspecified,evening,5,250,288,265,374,44.9,0,synthetic
375,Israel,ISR,Asia,40,35-44,male,morning,5,233,279,261,371,47.9,0,synthetic
376,Israel,ISR,Asia,63,55-64,male,evening,5,275,336,327,421,47.1,0,synthetic
377,Israel,ISR,Asia,30,25-34,male,morning,5,248,293,276,397,53.0,0,synthetic
378,Israel,ISR,Asia,10,10-17,male,afternoon,5,258,272,269,293,12.4,0,synthetic
379,Israel,ISR,Asia,53,45-54,male,evening,5,267,291,297,323,20.5,0,synthetic
380,Israel,ISR,Asia,26,25-34,female,morning,5,238,274,249,386,55.9,0,synthetic
381,Israel,ISR,Asia,34,25-34,male,morning,5,207,276,267,384,59.3,0,synthetic
382,Israel,ISR,Asia,49,45-54,female,evening,5,263,277,273,306,16.0,0,synthetic
383,Israel,ISR,Asia,11,10-17,male,morning,5,268,322,298,440,61.7,0,synthetic
384,Israel,ISR,Asia,16,10-17,female,afternoon,5,263,279,271,305,14.7,0,synthetic
385,Israel,ISR,Asia,12,10-17,male,afternoon,5,264,274,269,296,11.9,0,synthetic
386,Israel,ISR,Asia,22,18-24,female,morning,5,236,353,285,528,109.6,1,synthetic
387,Israel,ISR,Asia,38,35-44,female,evening,5,308,311,309,314,2.5,0,synthetic
388,Israel,ISR,Asia,39,35-44,male,evening,5,227,279,255,381,56.7,0,synthetic
389,Israel,ISR,Asia,36,35-44,female,morning,5,235,251,249,264,11.2,0,synthetic
390,Israel,ISR,Asia,14,10-17,male,evening,5,232,263,272,282,17.9,0,synthetic
391,Israel,ISR,Asia,10,10-17,male,morning,5,256,312,305,401,48.3,0,synthetic
392,Israel,ISR,Asia,33,25-34,female,night,5,253,293,264,418,62.8,0,synthetic
393,Israel,ISR,Asia,26,25-34,female,afternoon,5,219,248,247,276,18.2,0,synthetic
394,Israel,ISR,Asia,38,35-44,male,evening,5,209,243,256,259,19.3,0,synthetic
395,Israel,ISR,Asia,41,35-44,male,night,5,255,267,262,283,10.7,0,synthetic
396,Israel,ISR,Asia,34,25-34,female,morning,5,256,320,285,490,86.6,0,synthetic
397,Israel,ISR,Asia,42,35-44,female,afternoon,5,237,313,270,510,99.5,1,synthetic
398,Israel,ISR,Asia,35,35-44,unspecified,evening,5,270,280,281,291,8.3,0,synthetic
399,Israel,ISR,Asia,39,35-44,female,night,5,273,317,309,392,42.2,0,synthetic
400,Israel,ISR,Asia,23,18-24,female,afternoon,5,214,234,230,252,13.4,0,synthetic
401,Israel,ISR,Asia,30,25-34,male,evening,5,289,330,297,450,61.3,0,synthetic
402,Israel,ISR,Asia,35,35-44,female,morning,5,243,272,268,302,19.4,0,synthetic
403,Israel,ISR,Asia,43,35-44,male,morning,5,223,314,227,472,109.9,0,synthetic
404,Israel,ISR,Asia,27,25-34,female,morning,5,230,244,244,257,10.6,0,synthetic
405,Israel,ISR,Asia,39,35-44,male,afternoon,5,228,298,264,435,76.9,0,synthetic
406,Israel,ISR,Asia,29,25-34,female,afternoon,5,230,258,260,284,17.5,0,synthetic
407,Israel,ISR,Asia,31,25-34,female,evening,5,255,272,266,294,13.8,0,synthetic
408,Israel,ISR,Asia,43,35-44,male,afternoon,5,240,292,278,401,56.5,0,synthetic
409,Israel,ISR,Asia,10,10-17,female,afternoon,5,292,331,305,430,50.9,0,synthetic
410,Israel,ISR,Asia,15,10-17,male,evening,5,247,267,271,287,15.7,0,synthetic
411,Israel,ISR,Asia,13,10-17,female,afternoon,5,256,290,293,320,20.6,0,synthetic
412,Israel,ISR,Asia,10,10-17,male,afternoon,5,245,298,263,444,74.1,0,synthetic
413,Israel,ISR,Asia,24,18-24,male,evening,5,205,263,245,374,57.7,0,synthetic
414,Israel,ISR,Asia,42,35-44,male,morning,5,266,383,351,572,116.2,1,synthetic
415,Israel,ISR,Asia,29,25-34,male,evening,5,236,255,256,271,13.0,0,synthetic
416,Israel,ISR,Asia,35,35-44,male,evening,5,228,244,235,284,20.7,0,synthetic
417,Israel,ISR,Asia,46,45-54,female,night,5,281,298,299,312,11.5,0,synthetic
418,Israel,ISR,Asia,50,45-54,female,afternoon,5,265,286,279,323,20.2,0,synthetic
419,Israel,ISR,Asia,31,25-34,female,morning,5,251,270,270,297,17.3,0,synthetic
420,Israel,ISR,Asia,50,45-54,male,morning,5,255,294,271,403,54.9,0,synthetic
421,Israel,ISR,Asia,34,25-34,male,afternoon,5,246,250,251,255,2.9,0,synthetic
422,Israel,ISR,Asia,21,18-24,male,morning,5,233,253,247,283,17.4,0,synthetic
423,Israel,ISR,Asia,25,25-34,female,evening,5,250,266,254,299,18.8,0,synthetic
424,Israel,ISR,Asia,13,10-17,female,evening,5,254,312,297,373,49.6,0,synthetic
425,Israel,ISR,Asia,21,18-24,male,evening,5,243,264,257,289,19.2,0,synthetic
426,Israel,ISR,Asia,28,25-34,female,morning,5,244,308,273,486,91.1,0,synthetic
427,Israel,ISR,Asia,43,35-44,male,morning,5,247,284,262,370,44.6,0,synthetic
428,Israel,ISR,Asia,55,55-64,male,morning,5,256,300,302,357,33.3,0,synthetic
429,Israel,ISR,Asia,14,10-17,male,morning,5,257,306,277,443,69.0,0,synthetic
430,Israel,ISR,Asia,37,35-44,male,evening,5,237,256,254,284,16.1,0,synthetic
431,Israel,ISR,Asia,19,18-24,female,afternoon,5,244,277,277,304,19.6,0,synthetic
432,Israel,ISR,Asia,38,35-44,female,morning,5,264,282,289,296,13.2,0,synthetic
433,Israel,ISR,Asia,31,25-34,male,evening,5,241,271,280,294,19.2,0,synthetic
434,Israel,ISR,Asia,10,10-17,female,afternoon,5,266,307,315,337,23.6,0,synthetic
435,Israel,ISR,Asia,44,35-44,female,night,5,269,288,288,314,17.3,0,synthetic
436,Israel,ISR,Asia,24,18-24,female,morning,5,241,304,272,461,79.4,0,synthetic
437,Israel,ISR,Asia,25,25-34,female,afternoon,5,255,304,268,463,79.7,0,synthetic
438,Israel,ISR,Asia,18,18-24,male,evening,5,204,254,263,271,24.9,0,synthetic
439,Israel,ISR,Asia,24,18-24,female,morning,5,254,267,263,285,11.0,0,synthetic
440,Israel,ISR,Asia,38,35-44,male,evening,5,202,237,238,260,20.1,0,synthetic
441,Israel,ISR,Asia,30,25-34,unspecified,evening,5,258,271,267,288,11.5,0,synthetic
442,Israel,ISR,Asia,37,35-44,male,evening,5,223,291,263,443,78.3,0,synthetic
443,Israel,ISR,Asia,37,35-44,female,morning,5,277,326,288,480,77.3,0,synthetic
444,Israel,ISR,Asia,49,45-54,male,night,5,270,291,292,311,13.7,0,synthetic
445,Israel,ISR,Asia,28,25-34,male,evening,5,242,248,245,258,6.3,0,synthetic
446,Israel,ISR,Asia,13,10-17,female,morning,5,265,329,289,514,93.9,1,synthetic
447,Israel,ISR,Asia,46,45-54,female,afternoon,5,265,278,269,313,17.7,0,synthetic
448,Israel,ISR,Asia,28,25-34,male,evening,5,214,269,275,314,35.3,0,synthetic
449,Israel,ISR,Asia,47,45-54,female,morning,5,288,314,309,341,17.7,0,synthetic
450,Israel,ISR,Asia,37,35-44,female,evening,5,259,300,284,395,49.3,0,synthetic
451,Israel,ISR,Asia,31,25-34,male,evening,5,233,247,244,271,13.1,0,synthetic
452,Israel,ISR,Asia,37,35-44,female,evening,5,240,259,250,312,26.6,0,synthetic
453,Israel,ISR,Asia,58,55-64,male,afternoon,5,265,377,361,509,93.3,1,synthetic
454,Israel,ISR,Asia,59,55-64,female,evening,5,307,316,318,325,7.1,0,synthetic
455,Israel,ISR,Asia,33,25-34,male,afternoon,5,225,242,244,260,12.1,0,synthetic
456,Israel,ISR,Asia,34,25-34,male,evening,5,232,240,238,250,7.4,0,synthetic
457,Israel,ISR,Asia,46,45-54,female,evening,5,254,284,276,328,25.3,0,synthetic
458,Israel,ISR,Asia,21,18-24,female,evening,5,252,281,282,300,15.9,0,synthetic
459,Israel,ISR,Asia,37,35-44,female,morning,5,215,253,263,271,20.3,0,synthetic
460,Israel,ISR,Asia,32,25-34,unspecified,morning,5,239,261,266,283,17.2,0,synthetic
461,Israel,ISR,Asia,36,35-44,female,morning,5,274,326,274,523,98.3,1,synthetic
462,Israel,ISR,Asia,21,18-24,female,afternoon,5,223,235,237,246,8.5,0,synthetic
463,Israel,ISR,Asia,12,10-17,female,afternoon,5,250,267,269,284,10.9,0,synthetic
464,Israel,ISR,Asia,10,10-17,male,afternoon,5,291,301,300,312,7.9,0,synthetic
465,Israel,ISR,Asia,18,18-24,male,afternoon,5,227,300,272,477,90.3,0,synthetic
466,Israel,ISR,Asia,26,25-34,male,evening,5,234,250,257,259,10.0,0,synthetic
467,Israel,ISR,Asia,29,25-34,female,evening,5,239,295,257,468,87.5,0,synthetic
468,Israel,ISR,Asia,58,55-64,male,morning,5,271,287,283,307,12.3,0,synthetic
469,Israel,ISR,Asia,47,45-54,male,evening,5,223,259,266,277,19.1,0,synthetic
470,Israel,ISR,Asia,20,18-24,female,afternoon,5,255,273,268,294,13.2,0,synthetic
471,Israel,ISR,Asia,37,35-44,male,afternoon,5,203,276,238,464,94.7,0,synthetic
472,Israel,ISR,Asia,27,25-34,male,morning,5,239,257,253,273,12.0,0,synthetic
473,Israel,ISR,Asia,29,25-34,female,evening,5,272,372,382,535,96.7,1,synthetic
474,Israel,ISR,Asia,35,35-44,female,evening,5,213,233,225,258,17.0,0,synthetic
475,Israel,ISR,Asia,40,35-44,male,evening,5,252,327,293,495,86.2,0,synthetic
476,Israel,ISR,Asia,28,25-34,male,evening,5,225,293,246,501,104.8,1,synthetic
477,Israel,ISR,Asia,46,45-54,male,evening,5,279,298,298,328,17.6,0,synthetic
478,Israel,ISR,Asia,17,10-17,female,morning,5,256,305,293,395,47.5,0,synthetic
479,Israel,ISR,Asia,32,25-34,female,afternoon,5,228,267,271,287,20.6,0,synthetic
480,Israel,ISR,Asia,66,65+,male,afternoon,5,280,298,302,317,12.7,0,synthetic
481,Israel,ISR,Asia,35,35-44,female,evening,5,229,246,245,266,12.5,0,synthetic
482,Israel,ISR,Asia,51,45-54,male,night,5,252,316,280,500,93.6,1,synthetic
483,Israel,ISR,Asia,34,25-34,male,afternoon,5,199,244,254,276,28.6,0,synthetic
484,Israel,ISR,Asia,40,35-44,unspecified,evening,5,253,291,275,385,48.0,0,synthetic
485,Israel,ISR,Asia,32,25-34,male,morning,5,255,283,263,363,40.1,0,synthetic
486,Israel,ISR,Asia,30,25-34,male,evening,5,244,266,258,303,20.2,0,synthetic
487,Israel,ISR,Asia,22,18-24,male,afternoon,5,249,255,256,259,3.4,0,synthetic
488,Israel,ISR,Asia,38,35-44,female,evening,5,230,267,270,306,26.6,0,synthetic
489,Israel,ISR,Asia,21,18-24,female,evening,5,233,273,237,389,59.6,0,synthetic
490,Israel,ISR,Asia,41,35-44,unspecified,morning,5,230,257,256,287,18.3,0,synthetic
491,Israel,ISR,Asia,46,45-54,male,evening,5,242,253,253,263,7.1,0,synthetic
492,Israel,ISR,Asia,37,35-44,male,morning,5,211,264,234,376,58.9,0,synthetic
493,Israel,ISR,Asia,29,25-34,female,afternoon,5,241,327,250,456,99.6,0,synthetic
494,Israel,ISR,Asia,38,35-44,male,afternoon,5,254,273,279,284,11.2,0,synthetic
495,Israel,ISR,Asia,28,25-34,female,evening,5,238,268,265,306,21.9,0,synthetic
496,Israel,ISR,Asia,44,35-44,female,night,5,229,249,246,277,15.7,0,synthetic
497,Israel,ISR,Asia,10,10-17,male,morning,5,243,301,283,437,69.7,0,synthetic
498,Israel,ISR,Asia,28,25-34,female,afternoon,5,267,296,284,331,25.6,0,synthetic
499,Israel,ISR,Asia,10,10-17,male,afternoon,5,251,289,254,408,60.4,0,synthetic
500,Israel,ISR,Asia,13,10-17,male,afternoon,5,223,244,252,259,13.6,0,synthetic
501,Israel,ISR,Asia,50,45-54,female,night,5,303,311,309,322,7.7,0,synthetic
502,Israel,ISR,Asia,44,35-44,male,morning,5,264,300,289,378,40.7,0,synthetic
503,Israel,ISR,Asia,23,18-24,female,evening,5,253,266,264,290,12.4,0,synthetic
504,Israel,ISR,Asia,13,10-17,female,night,5,292,306,305,323,10.5,0,synthetic
505,Israel,ISR,Asia,10,10-17,unspecified,afternoon,5,256,294,294,331,23.9,0,synthetic
506,Israel,ISR,Asia,25,25-34,unspecified,evening,5,248,311,280,400,62.6,0,synthetic
507,Israel,ISR,Asia,64,55-64,male,night,5,302,322,328,343,15.2,0,synthetic
508,Israel,ISR,Asia,38,35-44,male,evening,5,260,290,293,309,16.1,0,synthetic
509,Israel,ISR,Asia,25,25-34,female,morning,5,250,268,269,290,15.5,0,synthetic
510,Israel,ISR,Asia,38,35-44,unspecified,evening,5,256,269,271,277,7.0,0,synthetic
511,Israel,ISR,Asia,12,10-17,male,evening,5,267,289,293,314,16.5,0,synthetic
512,Israel,ISR,Asia,28,25-34,male,evening,5,241,263,259,284,15.3,0,synthetic
513,Israel,ISR,Asia,34,25-34,male,morning,5,260,268,268,280,6.8,0,synthetic
514,Israel,ISR,Asia,31,25-34,male,afternoon,5,246,303,271,453,76.2,0,synthetic
515,Israel,ISR,Asia,43,35-44,female,evening,5,279,308,314,340,21.0,0,synthetic
516,Israel,ISR,Asia,37,35-44,male,morning,5,234,271,273,309,25.4,0,synthetic
517,Israel,ISR,Asia,41,35-44,female,morning,5,294,324,297,420,48.5,0,synthetic
518,Israel,ISR,Asia,23,18-24,female,night,5,260,348,274,531,108.1,1,synthetic
519,Israel,ISR,Asia,44,35-44,female,evening,5,226,261,267,293,22.5,0,synthetic
520,Israel,ISR,Asia,53,45-54,male,afternoon,5,257,292,280,374,43.1,0,synthetic
521,Israel,ISR,Asia,20,18-24,male,afternoon,5,213,242,248,278,24.1,0,synthetic
522,Israel,ISR,Asia,21,18-24,female,evening,5,248,262,264,272,7.8,0,synthetic
523,Israel,ISR,Asia,50,45-54,female,afternoon,5,218,238,236,254,12.0,0,synthetic
524,Israel,ISR,Asia,30,25-34,male,afternoon,5,230,248,247,265,13.0,0,synthetic
525,Israel,ISR,Asia,51,45-54,female,afternoon,5,273,283,281,293,7.2,0,synthetic
526,Israel,ISR,Asia,27,25-34,male,afternoon,5,214,263,249,384,62.8,0,synthetic
527,Israel,ISR,Asia,51,45-54,female,morning,5,285,310,316,340,21.5,0,synthetic
528,Israel,ISR,Asia,34,25-34,male,evening,5,240,254,252,277,12.9,0,synthetic
529,Israel,ISR,Asia,36,35-44,male,evening,5,259,303,271,417,58.2,0,synthetic
530,Israel,ISR,Asia,53,45-54,female,morning,5,246,279,290,308,22.8,0,synthetic
531,Israel,ISR,Asia,28,25-34,male,afternoon,5,259,275,278,282,8.4,0,synthetic
532,Israel,ISR,Asia,20,18-24,male,morning,5,229,243,238,271,15.2,0,synthetic
533,Israel,ISR,Asia,26,25-34,male,evening,5,235,257,258,280,17.6,0,synthetic
534,Israel,ISR,Asia,38,35-44,male,evening,5,246,275,281,298,17.8,0,synthetic
535,Israel,ISR,Asia,12,10-17,female,evening,5,282,336,302,483,74.2,0,synthetic
536,Israel,ISR,Asia,41,35-44,male,morning,5,261,266,268,270,3.3,0,synthetic
537,Israel,ISR,Asia,25,25-34,female,morning,5,241,254,255,275,12.0,0,synthetic
538,Israel,ISR,Asia,47,45-54,female,morning,5,248,285,293,308,21.8,0,synthetic
539,Israel,ISR,Asia,10,10-17,male,night,5,320,391,351,600,105.5,1,synthetic
540,Israel,ISR,Asia,22,18-24,male,morning,5,238,253,252,266,9.1,0,synthetic
541,Israel,ISR,Asia,10,10-17,female,night,5,301,315,315,332,10.6,0,synthetic
542,Israel,ISR,Asia,22,18-24,female,evening,5,256,302,305,363,38.0,0,synthetic
543,Israel,ISR,Asia,36,35-44,female,night,5,274,297,303,307,12.4,0,synthetic
544,Israel,ISR,Asia,30,25-34,female,morning,5,248,271,262,308,23.1,0,synthetic
545,Israel,ISR,Asia,29,25-34,male,evening,5,214,235,230,258,15.9,0,synthetic
546,Israel,ISR,Asia,30,25-34,male,afternoon,5,242,257,252,273,11.5,0,synthetic
547,Israel,ISR,Asia,35,35-44,female,evening,5,243,268,260,317,27.1,0,synthetic
548,Israel,ISR,Asia,19,18-24,male,afternoon,5,266,297,281,374,39.1,0,synthetic
549,Israel,ISR,Asia,42,35-44,female,evening,5,255,303,275,433,65.8,0,synthetic
550,Israel,ISR,Asia,41,35-44,male,afternoon,5,272,284,279,297,10.4,0,synthetic
551,Israel,ISR,Asia,37,35-44,female,afternoon,5,231,258,246,318,31.4,0,synthetic
552,Israel,ISR,Asia,40,35-44,male,afternoon,5,229,241,247,248,8.1,0,synthetic
553,Israel,ISR,Asia,36,35-44,male,afternoon,5,206,243,249,278,24.2,0,synthetic
554,Israel,ISR,Asia,59,55-64,male,morning,5,264,287,288,316,17.6,0,synthetic
555,Israel,ISR,Asia,31,25-34,male,afternoon,5,244,259,258,275,12.3,0,synthetic
556,Israel,ISR,Asia,28,25-34,female,morning,5,228,253,255,275,15.0,0,synthetic
557,Israel,ISR,Asia,23,18-24,male,evening,5,262,312,292,398,46.6,0,synthetic
558,Israel,ISR,Asia,19,18-24,male,morning,5,233,298,254,471,88.1,0,synthetic
559,Israel,ISR,Asia,16,10-17,male,morning,5,257,279,273,312,18.9,0,synthetic
560,Israel,ISR,Asia,21,18-24,male,morning,5,233,268,261,303,25.1,0,synthetic
561,Israel,ISR,Asia,31,25-34,female,evening,5,268,337,286,567,115.4,1,synthetic
562,Israel,ISR,Asia,37,35-44,male,morning,5,240,258,260,270,10.0,0,synthetic
563,Israel,ISR,Asia,33,25-34,unspecified,afternoon,5,235,290,259,408,64.5,0,synthetic
564,Israel,ISR,Asia,22,18-24,male,evening,5,233,251,250,271,12.7,0,synthetic
565,Israel,ISR,Asia,44,35-44,female,night,5,272,308,293,384,39.8,0,synthetic
566,Israel,ISR,Asia,42,35-44,male,evening,5,230,240,238,252,8.9,0,synthetic
567,Israel,ISR,Asia,30,25-34,male,morning,5,244,256,261,267,9.5,0,synthetic
568,Israel,ISR,Asia,24,18-24,female,morning,5,241,280,271,370,47.4,0,synthetic
569,Israel,ISR,Asia,39,35-44,unspecified,afternoon,5,245,300,299,364,38.4,0,synthetic
570,Israel,ISR,Asia,35,35-44,female,evening,5,276,282,283,289,5.4,0,synthetic
571,Israel,ISR,Asia,13,10-17,male,morning,5,251,280,270,316,23.0,0,synthetic
572,Israel,ISR,Asia,31,25-34,male,afternoon,5,243,253,255,265,7.8,0,synthetic
573,Israel,ISR,Asia,36,35-44,female,morning,5,258,280,285,289,11.5,0,synthetic
